key_id,player_id,family_name,given_name,birth_date,female,goal_keeper,defender,midfielder,forward,count_tournaments,list_tournaments,player_wikipedia_link
1476,P-31907,Buruk,Okan,1973-10-19,0,0,0,1,0,1,2002,https://en.wikipedia.org/wiki/Okan_Buruk
1479,P-94731,Busk,Søren,1953-04-10,0,0,1,0,0,1,1986,https://en.wikipedia.org/wiki/S%C3%B8ren_Busk
1481,P-28010,Busquets,Sergio,1988-07-16,0,0,0,1,0,4,"2010, 2014, 2018, 2022",https://en.wikipedia.org/wiki/Sergio_Busquets
1485,P-49962,Butcher,Terry,1958-12-28,0,0,1,0,0,3,"1982, 1986, 1990",https://en.wikipedia.org/wiki/Terry_Butcher
1489,P-12940,Butragueño,Emilio,1963-07-22,0,0,0,0,1,2,"1986, 1990",https://en.wikipedia.org/wiki/Emilio_Butrague%C3%B1o
1490,P-05630,Butt,Hans-Jörg,1974-05-28,0,1,0,0,0,2,"2002, 2010",https://en.wikipedia.org/wiki/Hans-J%C3%B6rg_Butt
1491,P-03723,Butt,Nicky,1975-01-21,0,0,0,1,0,1,2002,https://en.wikipedia.org/wiki/Nicky_Butt
1496,P-55388,Byelik,Oleksiy,1981-02-15,0,0,0,0,1,1,2006,https://en.wikipedia.org/wiki/Oleksiy_Byelik
1500,P-02102,Byshovets,Anatoliy,1946-04-23,0,0,0,0,1,1,1970,https://en.wikipedia.org/wiki/Anatoliy_Byshovets
1501,P-50938,Byun,Byung-joo,1961-04-26,0,0,0,0,1,2,"1986, 1990",https://en.wikipedia.org/wiki/Byun_Byung-joo
1502,P-42459,Caballero,Carlos,1958-12-05,0,0,0,1,0,1,1982,https://en.wikipedia.org/wiki/Carlos_Orlando_Caballero
1503,P-76755,Caballero,Gabriel,1971-02-05,0,0,0,1,0,1,2002,https://en.wikipedia.org/wiki/Gabriel_Caballero
1505,P-17853,Caballero,Willy,1981-09-28,0,1,0,0,0,1,2018,https://en.wikipedia.org/wiki/Willy_Caballero
1506,P-11817,Cabanas,Ricardo,1979-01-17,0,0,0,1,0,1,2006,https://en.wikipedia.org/wiki/Ricardo_Cabanas
1507,P-29440,Cabañas,Roberto,1961-04-11,0,0,0,0,1,1,1986,https://en.wikipedia.org/wiki/Roberto_Caba%C3%B1as
1510,P-67867,Cabaye,Yohan,1986-01-14,0,0,0,1,0,1,2014,https://en.wikipedia.org/wiki/Yohan_Cabaye
1513,P-10096,Cabezas,Salvador,1947-02-28,0,0,0,0,1,1,1970,https://en.wikipedia.org/wiki/Salvador_Cabezas
1515,P-35342,Cabrera,Ángel,1939-10-09,0,0,0,0,1,1,1962,https://en.wikipedia.org/wiki/%C3%81ngel_Cabrera_(footballer)
1519,P-18562,Cabrera,Wilmar,1959-07-31,0,0,0,0,1,1,1986,https://en.wikipedia.org/wiki/Wilmar_Cabrera
1520,P-13552,Cabrera,Wílmer,1967-09-15,0,0,1,0,0,2,"1990, 1998",https://en.wikipedia.org/wiki/W%C3%ADlmer_Cabrera
1521,P-03775,Cabrini,Antonio,1957-10-08,0,0,1,0,0,3,"1978, 1982, 1986",https://en.wikipedia.org/wiki/Antonio_Cabrini
1522,P-10713,Cacau,not applicable,1981-03-27,0,0,0,0,1,1,2010,https://en.wikipedia.org/wiki/Cacau
1524,P-41616,Cáceres,Fernando,1969-02-07,0,0,1,0,0,1,1994,https://en.wikipedia.org/wiki/Fernando_C%C3%A1ceres
1526,P-50109,Cáceres,Julio César,1979-10-05,0,0,1,0,0,3,"2002, 2006, 2010",https://en.wikipedia.org/wiki/Julio_C%C3%A9sar_C%C3%A1ceres
1527,P-74058,Cáceres,Martín,1987-04-07,0,0,1,0,0,4,"2010, 2014, 2018, 2022",https://en.wikipedia.org/wiki/Mart%C3%ADn_C%C3%A1ceres
1528,P-21823,Cáceres,Víctor,1985-03-25,0,0,0,1,0,1,2010,https://en.wikipedia.org/wiki/V%C3%ADctor_C%C3%A1ceres
1533,P-91718,Cafu,not applicable,1970-06-07,0,0,1,0,0,4,"1994, 1998, 2002, 2006",https://en.wikipedia.org/wiki/Cafu
1534,P-56280,Cahill,Gary,1985-12-19,0,0,1,0,0,2,"2014, 2018",https://en.wikipedia.org/wiki/Gary_Cahill
1535,P-44926,Cahill,Tim,1979-12-06,0,0,0,1,1,4,"2006, 2010, 2014, 2018",https://en.wikipedia.org/wiki/Tim_Cahill
1537,P-79710,Caicedo,Felipe,1988-09-05,0,0,0,0,1,1,2014,https://en.wikipedia.org/wiki/Felipe_Caicedo
1538,P-82216,Caicedo,Moisés,2001-11-02,0,0,0,1,0,1,2022,https://en.wikipedia.org/wiki/Mois%C3%A9s_Caicedo
1539,P-23914,Čajkovski,Željko,1925-05-05,0,0,0,0,1,1,1950,https://en.wikipedia.org/wiki/%C5%BDeljko_%C4%8Cajkovski
1541,P-65181,Caju,not applicable,1949-06-16,0,0,0,1,0,2,"1970, 1974","https://en.wikipedia.org/wiki/Caju_(footballer,_born_1949)"
1544,P-14296,Calderé,Ramón,1959-01-16,0,0,0,1,0,1,1986,https://en.wikipedia.org/wiki/Ram%C3%B3n_Calder%C3%A9
1545,P-10969,Calderón,Gabriel,1960-02-07,0,0,0,0,1,2,"1982, 1990",https://en.wikipedia.org/wiki/Gabriel_Calder%C3%B3n
1546,P-66980,Calderón,Ignacio,1943-12-13,0,1,0,0,0,2,"1966, 1970",https://en.wikipedia.org/wiki/Ignacio_Calder%C3%B3n
1549,P-77029,Calderwood,Colin,1965-01-20,0,0,1,0,0,1,1998,https://en.wikipedia.org/wiki/Colin_Calderwood
1552,P-57922,Ćaleta-Car,Duje,1996-09-17,0,0,1,0,0,1,2018,https://en.wikipedia.org/wiki/Duje_%C4%86aleta-Car
1555,P-82723,Caligiuri,Paul,1964-03-09,0,0,1,1,0,2,"1990, 1994",https://en.wikipedia.org/wiki/Paul_Caligiuri
1561,P-71100,Calvo,Francisco,1992-07-08,0,0,1,0,0,2,"2018, 2022",https://en.wikipedia.org/wiki/Francisco_Calvo
1563,P-96996,Camacho,José Antonio,1955-06-08,0,0,1,0,0,2,"1982, 1986",https://en.wikipedia.org/wiki/Jos%C3%A9_Antonio_Camacho
1565,P-01462,Camara,Henri,1977-05-10,0,0,0,0,1,1,2002,https://en.wikipedia.org/wiki/Henri_Camara
1566,P-05029,Camara,Souleymane,1982-12-22,0,0,0,0,1,1,2002,https://en.wikipedia.org/wiki/Souleymane_Camara
1567,P-80697,Camarasa,Paco,1967-09-27,0,0,1,0,0,1,1994,https://en.wikipedia.org/wiki/Paco_Camarasa
1569,P-80996,Camavinga,Eduardo,2002-11-10,0,0,0,1,0,1,2022,https://en.wikipedia.org/wiki/Eduardo_Camavinga
1571,P-66229,Cambiasso,Esteban,1980-08-18,0,0,0,1,0,1,2006,https://en.wikipedia.org/wiki/Esteban_Cambiasso
1574,P-31173,Cameron,Geoff,1985-07-11,0,0,1,0,0,1,2014,https://en.wikipedia.org/wiki/Geoff_Cameron
1577,P-97666,Caminero,José Luis,1967-11-08,0,0,0,1,0,1,1994,https://en.wikipedia.org/wiki/Jos%C3%A9_Luis_Caminero
1578,P-22378,Camoranesi,Mauro,1976-10-04,0,0,0,1,0,2,"2006, 2010",https://en.wikipedia.org/wiki/Mauro_Camoranesi
1579,P-69606,Campagnaro,Hugo,1980-06-27,0,0,1,0,0,1,2014,https://en.wikipedia.org/wiki/Hugo_Campagnaro
1583,P-40633,Campbell,David,1965-06-02,0,0,0,1,0,1,1986,https://en.wikipedia.org/wiki/David_Campbell_(footballer)
1584,P-33066,Campbell,Ernie,1949-10-20,0,0,0,1,0,1,1974,https://en.wikipedia.org/wiki/Ernie_Campbell
1585,P-70812,Campbell,Joel,1992-06-26,0,0,0,0,1,3,"2014, 2018, 2022",https://en.wikipedia.org/wiki/Joel_Campbell
1588,P-97840,Campbell,Sol,1974-09-18,0,0,1,0,0,3,"1998, 2002, 2006",https://en.wikipedia.org/wiki/Sol_Campbell
1589,P-22620,Campo,Iván,1974-02-21,0,0,1,0,0,1,1998,https://en.wikipedia.org/wiki/Iv%C3%A1n_Campo
1591,P-30953,Campos,Eloy,1942-05-31,0,0,1,0,0,1,1970,https://en.wikipedia.org/wiki/Eloy_Campos
1593,P-50787,Campos,Jorge,1966-10-15,0,1,0,0,0,3,"1994, 1998, 2002",https://en.wikipedia.org/wiki/Jorge_Campos
1594,P-78557,Campos,Jorge Luis,1970-08-11,0,0,0,1,1,2,"1998, 2002",https://en.wikipedia.org/wiki/Jorge_Luis_Campos
1599,P-16736,Cancelo,João,1994-05-27,0,0,1,0,0,1,2022,https://en.wikipedia.org/wiki/Jo%C3%A3o_Cancelo
1600,P-22876,Candela,Vincent,1973-10-24,0,0,1,0,0,2,"1998, 2002",https://en.wikipedia.org/wiki/Vincent_Candela
1601,P-35850,Candreva,Antonio,1987-02-28,0,0,0,1,0,1,2014,https://en.wikipedia.org/wiki/Antonio_Candreva
1602,P-48643,Caneira,Marco,1979-02-09,0,0,1,0,0,2,"2002, 2006",https://en.wikipedia.org/wiki/Marco_Caneira
1603,P-53152,Cañete,Adolfino,1956-09-13,0,0,0,1,0,1,1986,https://en.wikipedia.org/wiki/Adolfino_Ca%C3%B1ete
1605,P-35873,Caniggia,Claudio,1967-01-09,0,0,0,0,1,3,"1990, 1994, 2002",https://en.wikipedia.org/wiki/Claudio_Caniggia
1606,P-82458,Caniza,Denis,1974-08-29,0,0,1,0,0,4,"1998, 2002, 2006, 2010",https://en.wikipedia.org/wiki/Denis_Caniza
1607,P-16059,Cañizares,Santiago,1969-12-18,0,1,0,0,0,3,"1994, 1998, 2006",https://en.wikipedia.org/wiki/Santiago_Ca%C3%B1izares
1608,P-88863,Cannavaro,Fabio,1973-09-13,0,0,1,0,0,4,"1998, 2002, 2006, 2010",https://en.wikipedia.org/wiki/Fabio_Cannavaro
1609,P-38692,Cano,Rubén,1951-02-05,0,0,0,0,1,1,1978,https://en.wikipedia.org/wiki/Rub%C3%A9n_Cano
1610,P-24667,Canobbio,Agustín,1998-10-01,0,0,0,1,0,1,2022,https://en.wikipedia.org/wiki/Agust%C3%ADn_Canobbio
1613,P-47753,Capdevila,Joan,1978-02-03,0,0,1,0,0,1,2010,https://en.wikipedia.org/wiki/Joan_Capdevila
1616,P-93703,Capello,Fabio,1946-06-18,0,0,0,1,0,1,1974,https://en.wikipedia.org/wiki/Fabio_Capello
1617,P-90487,Čapkovič,Ján,1948-01-11,0,0,0,0,1,1,1970,https://en.wikipedia.org/wiki/J%C3%A1n_%C4%8Capkovi%C4%8D
1622,P-07559,Capucho,not applicable,1972-02-21,0,0,0,1,0,1,2002,https://en.wikipedia.org/wiki/Capucho_(footballer)
1623,P-51460,Carapellese,Riccardo,1922-07-01,0,0,0,0,1,1,1950,https://en.wikipedia.org/wiki/Riccardo_Carapellese
1626,P-76077,Carbonero,Carlos,1990-07-25,0,0,0,1,0,1,2014,https://en.wikipedia.org/wiki/Carlos_Carbonero
1627,P-54137,Carcela,Mehdi,1989-07-01,0,0,0,1,0,1,2018,https://en.wikipedia.org/wiki/Mehdi_Carcela
1628,P-35067,Cardaccio,Alberto,1949-08-26,0,0,0,1,0,1,1974,https://en.wikipedia.org/wiki/Alberto_Cardaccio
1629,P-25743,Cárdenas,Javier,1952-12-08,0,0,0,1,0,1,1978,https://en.wikipedia.org/wiki/Javier_C%C3%A1rdenas_(footballer)
1630,P-53255,Cárdenas,Raúl,1928-10-30,0,0,1,1,0,3,"1954, 1958, 1962",https://en.wikipedia.org/wiki/Ra%C3%BAl_C%C3%A1rdenas
1631,P-28881,Cardeñosa,Julio,1949-10-27,0,0,0,1,0,1,1978,https://en.wikipedia.org/wiki/Julio_Carde%C3%B1osa
1632,P-98051,Cardozo,José,1971-03-19,0,0,0,0,1,2,"1998, 2002",https://en.wikipedia.org/wiki/Jos%C3%A9_Cardozo
1633,P-30381,Cardozo,Óscar,1983-05-20,0,0,0,0,1,1,2010,https://en.wikipedia.org/wiki/%C3%93scar_Cardozo
1634,P-90635,Careca,not applicable,1960-10-05,0,0,0,0,1,2,"1986, 1990",https://en.wikipedia.org/wiki/Careca
1635,P-49195,Cargill,Peter,1964-03-02,0,0,0,1,0,1,1998,https://en.wikipedia.org/wiki/Peter_Cargill
1636,P-91888,Carini,Fabián,1979-12-26,0,1,0,0,0,1,2002,https://en.wikipedia.org/wiki/Fabi%C3%A1n_Carini
1641,P-43781,Carlos,not applicable,1956-03-04,0,1,0,0,0,3,"1978, 1982, 1986",https://en.wikipedia.org/wiki/Carlos_Roberto_Gallo
1642,P-85176,Carlos,Roberto,1973-04-10,0,0,1,0,0,3,"1998, 2002, 2006",https://en.wikipedia.org/wiki/Roberto_Carlos
1647,P-41671,Carmona,Carlos,1987-02-21,0,0,0,1,0,2,"2010, 2014",https://en.wikipedia.org/wiki/Carlos_Carmona
1648,P-32594,Carmona,Salvador,1975-08-22,0,0,1,0,0,2,"1998, 2002",https://en.wikipedia.org/wiki/Salvador_Carmona
1649,P-14062,Carnell,Bradley,1977-01-21,0,0,1,0,0,1,2002,https://en.wikipedia.org/wiki/Bradley_Carnell
1650,P-49269,Carnevale,Andrea,1961-01-12,0,0,0,0,1,1,1990,https://en.wikipedia.org/wiki/Andrea_Carnevale
1651,P-53390,Carnevali,Daniel,1946-12-04,0,1,0,0,0,1,1974,https://en.wikipedia.org/wiki/Daniel_Carnevali
1652,P-03552,Carney,David,1983-11-30,0,0,1,0,0,1,2010,https://en.wikipedia.org/wiki/David_Carney
1656,P-07188,Carpegiani,not applicable,1949-02-07,0,0,0,1,0,1,1974,https://en.wikipedia.org/wiki/Paulo_C%C3%A9sar_Carpegiani
1658,P-50944,Carragher,Jamie,1978-01-28,0,0,1,0,0,2,"2006, 2010",https://en.wikipedia.org/wiki/Jamie_Carragher
1660,P-06338,Carrasco,Yannick,1993-09-04,0,0,0,1,1,2,"2018, 2022",https://en.wikipedia.org/wiki/Yannick_Carrasco
1661,P-37370,Carrascosa,Jorge,1948-08-15,0,0,1,0,0,1,1974,https://en.wikipedia.org/wiki/Jorge_Carrascosa
1664,P-94135,Carreño,Juan,1907-08-14,0,0,0,0,1,1,1930,https://en.wikipedia.org/wiki/Juan_Carre%C3%B1o
1666,P-50718,Carrick,Michael,1981-07-28,0,0,0,1,0,2,"2006, 2010",https://en.wikipedia.org/wiki/Michael_Carrick
1667,P-39610,Carrillo,André,1991-06-14,0,0,0,0,1,1,2018,https://en.wikipedia.org/wiki/Andr%C3%A9_Carrillo
1670,P-57284,Carsley,Lee,1974-02-28,0,0,0,1,0,1,2002,https://en.wikipedia.org/wiki/Lee_Carsley
1673,P-77391,Cartagena,Wilder,1994-09-23,0,0,0,1,0,1,2018,https://en.wikipedia.org/wiki/Wilder_Cartagena
1675,P-25925,Carter-Vickers,Cameron,1997-12-31,0,0,1,0,0,1,2022,https://en.wikipedia.org/wiki/Cameron_Carter-Vickers
1678,P-71071,Carvajal,Dani,1992-01-11,0,0,1,0,0,2,"2018, 2022",https://en.wikipedia.org/wiki/Dani_Carvajal
1681,P-37760,Carvalho,Ricardo,1978-05-18,0,0,1,0,0,2,"2006, 2010",https://en.wikipedia.org/wiki/Ricardo_Carvalho
1682,P-44689,Carvalho,William,1992-04-07,0,0,0,1,0,3,"2014, 2018, 2022",https://en.wikipedia.org/wiki/William_Carvalho
1686,P-19190,Casagrande,not applicable,1963-04-15,0,0,0,0,1,1,1986,https://en.wikipedia.org/wiki/Walter_Casagrande
1689,P-22131,Casarín,Horacio,1918-05-25,0,0,0,0,1,1,1950,https://en.wikipedia.org/wiki/Horacio_Casar%C3%ADn
1691,P-94106,Cascarino,Tony,1962-09-01,0,0,0,0,1,2,"1990, 1994",https://en.wikipedia.org/wiki/Tony_Cascarino
1692,P-02305,Casemiro,not applicable,1992-02-23,0,0,0,1,0,2,"2018, 2022",https://en.wikipedia.org/wiki/Casemiro
1694,P-17099,Cash,Matty,1997-08-07,0,0,1,0,0,1,2022,https://en.wikipedia.org/wiki/Matty_Cash
1695,P-61793,Casillas,Iker,1981-05-20,0,1,0,0,0,4,"2002, 2006, 2010, 2014",https://en.wikipedia.org/wiki/Iker_Casillas
1696,P-26730,Casiraghi,Pierluigi,1969-03-04,0,0,0,0,1,1,1994,https://en.wikipedia.org/wiki/Pierluigi_Casiraghi
1697,P-04221,Cassano,Antonio,1982-07-12,0,0,0,0,1,1,2014,https://en.wikipedia.org/wiki/Antonio_Cassano
1700,P-13942,Cassidy,Tommy,1950-11-18,0,0,0,1,0,1,1982,https://en.wikipedia.org/wiki/Tommy_Cassidy
1702,P-56069,Castagne,Timothy,1995-12-05,0,0,0,1,0,1,2022,https://en.wikipedia.org/wiki/Timothy_Castagne
1703,P-17626,Castaneda,Jean,1957-03-20,0,1,0,0,0,1,1982,https://en.wikipedia.org/wiki/Jean_Castaneda
1704,P-85132,Castañeda,Cristián,1968-09-18,0,0,1,0,0,1,1998,https://en.wikipedia.org/wiki/Cristi%C3%A1n_Casta%C3%B1eda
1708,P-59303,Castelletto,Jean-Charles,1995-01-26,0,0,1,0,0,1,2022,https://en.wikipedia.org/wiki/Jean-Charles_Castelletto
1712,P-98480,Castillo,Mario,1951-10-30,0,0,1,0,0,1,1982,https://en.wikipedia.org/wiki/Mario_Castillo
1713,P-90575,Castillo,Ramiro,1966-03-27,0,0,0,1,0,1,1994,https://en.wikipedia.org/wiki/Ramiro_Castillo
1714,P-96174,Castillo,Segundo,1982-05-15,0,0,0,1,0,1,2006,"https://en.wikipedia.org/wiki/Segundo_Castillo_(footballer,_born_1982)"
1716,P-73169,Castro,Carlos,1978-09-10,0,0,1,0,0,1,2002,"https://en.wikipedia.org/wiki/Carlos_Castro_(footballer,_born_1978)"
1717,P-87801,Castro,Guillermo,1940-06-25,0,0,1,0,0,1,1970,https://en.wikipedia.org/wiki/Guillermo_Castro_(Salvadoran_footballer)
1718,P-54697,Castro,Héctor,1904-11-29,0,0,0,0,1,1,1930,https://en.wikipedia.org/wiki/H%C3%A9ctor_Castro
1719,P-02461,Castro,Israel,1980-12-29,0,0,0,1,0,1,2010,https://en.wikipedia.org/wiki/Israel_Castro
1721,P-86098,Castro,José Antonio,1980-08-11,0,0,1,0,0,1,2006,https://en.wikipedia.org/wiki/Jos%C3%A9_Antonio_Castro
1726,P-57208,Caszely,Carlos,1950-07-05,0,0,0,0,1,2,"1974, 1982",https://en.wikipedia.org/wiki/Carlos_Caszely
1727,P-49485,Çatkıç,Ömer,1974-10-15,0,1,0,0,0,1,2002,https://en.wikipedia.org/wiki/%C3%96mer_%C3%87atk%C4%B1%C3%A7
1730,P-44349,Causio,Franco,1949-02-01,0,0,0,1,0,3,"1974, 1978, 1982",https://en.wikipedia.org/wiki/Franco_Causio
1731,P-60052,Cavallero,Pablo,1974-04-13,0,1,0,0,0,2,"1998, 2002",https://en.wikipedia.org/wiki/Pablo_Cavallero
1732,P-58061,Cavallini,Lucas,1992-12-28,0,0,0,0,1,1,2022,https://en.wikipedia.org/wiki/Lucas_Cavallini
1733,P-59138,Cavani,Edinson,1987-02-14,0,0,0,0,1,4,"2010, 2014, 2018, 2022",https://en.wikipedia.org/wiki/Edinson_Cavani
1735,P-18941,Cayasso,Juan,1961-06-24,0,0,0,1,0,1,1990,https://en.wikipedia.org/wiki/Juan_Cayasso
1737,P-98074,Cazorla,Santi,1984-12-13,0,0,0,1,0,1,2014,https://en.wikipedia.org/wiki/Santi_Cazorla
1738,P-18628,Cea,Pedro,1900-09-01,0,0,0,0,1,1,1930,https://en.wikipedia.org/wiki/Pedro_Cea
1740,P-51100,Čech,Marek,1983-01-26,0,0,1,0,0,1,2010,https://en.wikipedia.org/wiki/Marek_%C4%8Cech_(Slovak_footballer)
1741,P-53062,Čech,Petr,1982-05-20,0,1,0,0,0,1,2006,https://en.wikipedia.org/wiki/Petr_%C4%8Cech
1743,P-46272,Cédric,not applicable,1991-08-31,0,0,1,0,0,1,2018,https://en.wikipedia.org/wiki/C%C3%A9dric_Soares
1744,P-22187,Čeh,Aleš,1968-04-07,0,0,0,1,0,1,2002,https://en.wikipedia.org/wiki/Ale%C5%A1_%C4%8Ceh
1745,P-74981,Čeh,Nastja,1978-01-26,0,0,0,1,0,1,2002,https://en.wikipedia.org/wiki/Nastja_%C4%8Ceh
1746,P-08262,Celades,Albert,1975-09-29,0,0,0,1,0,1,1998,https://en.wikipedia.org/wiki/Albert_Celades
1747,P-01939,Ceni,Rogério,1973-01-22,0,1,0,0,0,2,"2002, 2006",https://en.wikipedia.org/wiki/Rog%C3%A9rio_Ceni
1749,P-68890,Centeno,Walter,1974-10-06,0,0,0,1,0,2,"2002, 2006",https://en.wikipedia.org/wiki/Walter_Centeno
1751,P-53189,Cera,Pierluigi,1941-02-25,0,0,1,0,0,1,1970,https://en.wikipedia.org/wiki/Pierluigi_Cera
1752,P-73371,Cerbah,Mehdi,1953-04-03,0,1,0,0,0,1,1982,https://en.wikipedia.org/wiki/Mehdi_Cerbah
1753,P-39774,Cerci,Alessio,1987-07-23,0,0,0,0,1,1,2014,https://en.wikipedia.org/wiki/Alessio_Cerci
1755,P-22554,Cerezo,Toninho,1955-04-21,0,0,0,1,0,2,"1978, 1982",https://en.wikipedia.org/wiki/Toninho_Cerezo
1757,P-99116,Cerny,Harald,1973-09-13,0,0,0,1,0,1,1998,https://en.wikipedia.org/wiki/Harald_Cerny
1760,P-68662,Cesar,Boštjan,1982-07-09,0,0,1,0,0,1,2010,https://en.wikipedia.org/wiki/Bo%C5%A1tjan_Cesar
1761,P-05820,César,Júlio,1963-03-08,0,0,1,0,0,1,1986,"https://en.wikipedia.org/wiki/J%C3%BAlio_C%C3%A9sar_(footballer,_born_1963)"
1762,P-11275,César,Júlio,1979-09-03,0,1,0,0,0,3,"2006, 2010, 2014","https://en.wikipedia.org/wiki/J%C3%BAlio_C%C3%A9sar_(football_goalkeeper,_born_1979)"
1767,P-25456,Ceulemans,Jan,1957-02-28,0,0,0,1,0,3,"1982, 1986, 1990",https://en.wikipedia.org/wiki/Jan_Ceulemans
1768,P-11930,Cevallos,José Francisco,1971-04-17,0,1,0,0,0,1,2002,https://en.wikipedia.org/wiki/Jos%C3%A9_Francisco_Cevallos
1769,P-13141,Cha,Bum-kun,1953-05-21,0,0,0,0,1,1,1986,https://en.wikipedia.org/wiki/Cha_Bum-kun
1770,P-39884,Cha,Du-ri,1980-07-25,0,0,1,0,1,2,"2002, 2010",https://en.wikipedia.org/wiki/Cha_Du-ri
1771,P-44308,Cha,Jong-hyok,1985-09-25,0,0,1,0,0,1,2010,https://en.wikipedia.org/wiki/Cha_Jong-hyok
1772,P-09569,Chaalali,Ghailene,1994-02-28,0,0,0,1,1,2,"2018, 2022",https://en.wikipedia.org/wiki/Ghailene_Chaalali
1774,P-57150,Chacón,Daniel,2001-04-11,0,0,0,1,0,1,2022,https://en.wikipedia.org/wiki/Daniel_Chac%C3%B3n_(footballer)
1776,P-69919,Chadli,Nacer,1989-08-02,0,0,0,1,0,2,"2014, 2018",https://en.wikipedia.org/wiki/Nacer_Chadli
1777,P-81415,Chagas,Marinho,1952-02-08,0,0,1,0,0,1,1974,https://en.wikipedia.org/wiki/Marinho_Chagas
1779,P-87409,Chair,Ilias,1997-10-30,0,0,0,1,0,1,2022,https://en.wikipedia.org/wiki/Ilias_Chair
1781,P-99914,Chalá,Cléber,1971-06-29,0,0,0,1,0,1,2002,https://en.wikipedia.org/wiki/Cl%C3%A9ber_Chal%C3%A1
1784,P-19550,Challe,Roberto,1946-11-24,0,0,0,1,0,1,1970,https://en.wikipedia.org/wiki/Roberto_Challe
1785,P-54028,Chaloupka,Pavel,1959-05-04,0,0,0,1,0,1,1982,https://en.wikipedia.org/wiki/Pavel_Chaloupka
1789,P-28816,Chamot,José,1969-05-17,0,0,1,0,0,3,"1994, 1998, 2002",https://en.wikipedia.org/wiki/Jos%C3%A9_Chamot
1793,P-88360,Chang-hoon,Kwon,1994-06-30,0,0,0,1,0,1,2022,https://en.wikipedia.org/wiki/Kwon_Chang-hoon
1794,P-90721,Chanov,Viktor,1959-07-21,0,1,0,0,0,3,"1982, 1986, 1990",https://en.wikipedia.org/wiki/Viktor_Chanov
1798,P-09278,Chaouch,Mohammed,1966-12-12,0,0,0,0,1,1,1994,https://en.wikipedia.org/wiki/Mohammed_Chaouch
1799,P-17205,Chaouchi,Faouzi,1984-12-05,0,1,0,0,0,1,2010,https://en.wikipedia.org/wiki/Faouzi_Chaouchi
1806,P-28977,Chapuisat,Stéphane,1969-06-28,0,0,0,0,1,1,1994,https://en.wikipedia.org/wiki/St%C3%A9phane_Chapuisat
1808,P-32124,Charisteas,Angelos,1980-02-09,0,0,0,0,1,1,2010,https://en.wikipedia.org/wiki/Angelos_Charisteas
1810,P-12687,Charles,John,1931-12-27,0,0,0,0,1,1,1958,https://en.wikipedia.org/wiki/John_Charles
1812,P-08601,Charlton,Bobby,1937-10-11,0,0,0,1,1,4,"1958, 1962, 1966, 1970",https://en.wikipedia.org/wiki/Bobby_Charlton
1813,P-43761,Charlton,Jack,1935-05-08,0,0,1,0,0,2,"1966, 1970",https://en.wikipedia.org/wiki/Jack_Charlton
1816,P-13444,Chavarría,Germán,1958-03-19,0,0,0,1,0,1,1990,https://en.wikipedia.org/wiki/Germ%C3%A1n_Chavarr%C3%ADa
1817,P-78926,Chaves,José Carlos,1958-09-03,0,0,0,1,0,1,1990,https://en.wikipedia.org/wiki/Jos%C3%A9_Carlos_Chaves
1820,P-70776,Chávez,Juan Carlos,1967-01-18,0,0,0,1,0,1,1994,https://en.wikipedia.org/wiki/Juan_Carlos_Ch%C3%A1vez
1821,P-49806,Chávez,Luis,1996-01-15,0,0,0,1,0,1,2022,https://en.wikipedia.org/wiki/Luis_Ch%C3%A1vez_(footballer)
1822,P-36601,Chávez,Marvin,1983-11-03,0,0,0,1,0,1,2014,https://en.wikipedia.org/wiki/Marvin_Ch%C3%A1vez
1823,P-53363,Chávez,Osman,1984-07-29,0,0,1,0,0,2,"2010, 2014",https://en.wikipedia.org/wiki/Osman_Ch%C3%A1vez
1824,P-16804,Chazarreta,Enrique,1947-07-29,0,0,0,1,0,1,1974,https://en.wikipedia.org/wiki/Enrique_Chazarreta
1828,P-05216,Cheddira,Walid,1998-01-22,0,0,0,0,1,1,2022,https://en.wikipedia.org/wiki/Walid_Cheddira
1829,P-86625,Chedjou,Aurélien,1985-06-20,0,0,1,0,0,2,"2010, 2014",https://en.wikipedia.org/wiki/Aur%C3%A9lien_Chedjou
1830,P-63068,Chedli,Adel,1976-09-16,0,0,0,1,0,1,2006,https://en.wikipedia.org/wiki/Adel_Chedli
1837,P-31693,Chendo,not applicable,1961-10-12,0,0,1,0,0,2,"1986, 1990",https://en.wikipedia.org/wiki/Chendo
1838,P-82210,Cherchesov,Stanislav,1963-09-02,0,1,0,0,0,2,"1994, 2002",https://en.wikipedia.org/wiki/Stanislav_Cherchesov
1840,P-77238,Cherundolo,Steve,1979-02-19,0,0,1,0,0,3,"2002, 2006, 2010",https://en.wikipedia.org/wiki/Steve_Cherundolo
1841,P-43675,Cheryshev,Denis,1990-12-26,0,0,0,1,0,1,2018,https://en.wikipedia.org/wiki/Denis_Cheryshev
1842,P-98747,Cheshmi,Rouzbeh,1993-07-24,0,0,1,0,0,2,"2018, 2022",https://en.wikipedia.org/wiki/Rouzbeh_Cheshmi
1845,P-76158,Chiba,Saïd,1970-09-18,0,0,0,1,0,1,1998,https://en.wikipedia.org/wiki/Sa%C3%AFd_Chiba
1846,P-53581,Chicão,not applicable,1949-01-30,0,0,0,1,0,1,1978,https://en.wikipedia.org/wiki/Francisco_Jezu%C3%ADno_Avanzi
1847,P-22428,Chico,not applicable,1922-01-07,0,0,0,0,1,1,1950,https://en.wikipedia.org/wiki/Francisco_Aramburu
